"","text.X","text.x","emotion","polarity"
"304",304," icymi absolutely remarkable no one who got moderna s vaccine in trial developed severe covid ","unknown","negative"
"305",305," dollar general is offering employees a deal go get a covid vaccine and receive four hours of pay ","sadness","negative"
"306",306," norwegian health officials now say the pfizer vaccine is safe the vax had been implicated in deaths of ","unknown","positive"
"307",307," god corbyn certainly hates us the british he would have us delay receiving the vaccine knowing by doing so many of ","sadness","positive"
"308",308,"what the hell u b u fe f anti vaccine groups receive more than in covid relief program the washington post ","unknown","negative"
"309",309," year old dies after positive covid test gt they died from covid year old dies after covid vaccine gt they died fro ","unknown","positive"
"310",310," update all care home residents in the region who were fit able and willing to receive the covid vaccine have ","anger","positive"
"311",311," family carers question why they aren t prioritised for covid vaccine ","unknown","negative"
"312",312," any vaccine on a year old who is at end of life anyway is just a pure waste don t worry ","joy","negative"
"313",313," punjab health minister dr yasmin rashid has rejected the rumours about ministers getting covid vaccines and clarifi ","unknown","negative"
"314",314," update all care home residents in the region who were fit able and willing to receive the covid vaccine have ","anger","positive"
"315",315,"hacked emails allegedly detail how eu drug regulator was pressured to approve pfizer jab despite problems with th ","anger","negative"
"316",316," if having doses of the covid vaccine isn t important and uk gov are promising every adult to have dose by september then ","unknown","positive"
"317",317," this article by a medical doctor on the unknowns regarding covid vaccine are i ","unknown","positive"
"318",318,"i just learned of this case which doesn t confirm that psychogenic illness is at play with the covid vaccine but ","unknown","neutral"
"319",319," want to know if your employees received the covid vaccine some best practices to consider ","unknown","positive"
"320",320," hancock just gave a very badly phrased reply that suggested we don t yet know how much the vaccine will prevent the over ","unknown","positive"
"321",321," the world is on the edge of a catastrophic moral failure in the distribution of covid vaccines with just ","unknown","neutral"
"322",322," very worrying c news at new st helens vaccine centre selling the story of people with a single vaccine dose be ","unknown","negative"
"323",323,"did you even get the covid vaccine if you don t post a picture of your covid passport on social media ","sadness","neutral"
"324",324,"have had the very good news that several elderly relatives including my great aunt and uncle have had their first ","joy","positive"
"325",325," dr offit told me we should be greeting the covid vaccines with the same enthusiasm that greeted the polio vaccine it sho ","joy","positive"
"326",326," just received an appointment for my first covid vaccine injection next saturday second one weeks later they say we ","unknown","positive"
"327",327," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"328",328," extremely pleased to have gotten the covid vaccine today u f c u f fe u f and hats off to the team at uhl even with some technical is ","joy","neutral"
"329",329,"the covid vaccine ","unknown","positive"
"330",330," government is looking to abandon nd jab altogether ","unknown","negative"
